transaction_id,product1,product2,product3,product4,product5,product6,product7,product8,product9,product10,product11,product12,product13,product14,product15,product16,product17,product18,product19,product20,product21,product22,product23,product24,product25,product26,product27,product28,product29,product30,product31,product32,product33,product34,product35,product36,product37,product38,product39,product40,product41,product42,product43,product44,product45
168,World Beer,Sparkling,Small Sizes White,Small Sizes Red,Sherry Spanish,Over-Ice Cider,Italian White,French Red 2,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Standard Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,World Beer,Vodka,South America,South Africa Red,Gin,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Premium Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Small Sizes Wht Othr,Small Sizes White,Iberia White,Iberia,Bottled Ale,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Red Wine Bxes & 25Cl,Italian White,French Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,White Boxes,Sherry Spanish,Red Wine Bxes & 25Cl,Premium Lager,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Sherry Spanish,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,World Beer,White Boxes,Whisky,Standard Lager,Speciality Beer,Sparkling,Small Sizes White,Premium Lager,Other Red,Italy White,Gin,Fruit Cider,Everyday Cider,Cocktails/Liqueurs,Bottled Ale,Australian White,American White,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Vermouths/Aperitifs,South America White,South African White,South Africa White,Sherry Spanish,Malt Whisky,Madeira & Marsala,Iberia,Gin,Cocktails/Liqueurs,Australian White,Australia White,American Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Vermouths/Aperitifs,Standard Lager,South America White,Premium Lager,Other Red,Basics,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Stout,Premium Lager,Port,Iberia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,World Beer,Sparkling,South America,South African White,South Africa Red,Small Sizes Red,Premium Cider,Over-Ice Cider,Italy White,Italian White,French Red South,Champagne,Bottled Ale,American White,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Standard Lager,Sparkling,South America White,Premium Lager,Italian Red,French White 2,French Red 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Vodka,Premium Lager,Port,Iberia,German,Cocktails/Liqueurs,Champagne,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Standard Lager,South America,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Fruit Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Sparkling,Other Red,New Zealand White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Sparkling,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,World Beer,Stout,Sparkling,South African White,South Africa White,South Africa Red,Premium Lager,Premium Cider,Port,Over-Ice Cider,Italy White,Italian Red,Iberia,German,French Red South,Everyday Cider,Cocktails/Liqueurs,Australian White,Australian Red,Australia White,American Rose,,,,,,,,,,,,,,,,,,,,,,,,
189,Sherry Spanish,Italy White,Italian Red,French White 2,Australian White,Australian Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Standard Lager,Sparkling,Premium Canned Ale,Iberia White,Cocktails/Liqueurs,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,South America,Italian Red,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Standard Lager,South America White,South America,South African White,South Africa White,South Africa Red,Premium Lager,Italy White,Italian Red,Iberia,French White South,French White 2,French Red South,Cocktails/Liqueurs,Australian White,Australian Red,Australia White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Premium Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Made Wine British,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Speciality Beer,Sparkling,South African White,South Africa White,South Africa Red,Sherry Spanish,Port,Italy White,Italian White,Italian Red,French Red South,Bottled Ale,Australian White,Australia White,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,New Zealand White,French White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Spirits Mixers,Sparkling,Premium Lager,Over-Ice Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Sparkling,Premium Lager,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Premium Canned Ale,Port,Malt Whisky,Iberia White,French Red 2,Brandy/Cognac,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Vodka,South America White,South Africa White,Premium Lager,New Zealand White,French White South,French White Loire,French White 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Sparkling,South African White,Premium Lager,Over-Ice Cider,Fruit Cider,Cocktails/Liqueurs,Australian White,Australian Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Italy White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Sparkling,South African White,South Africa White,South Africa Red,Red Wine Bxes & 25Cl,Premium Lager,Italy White,Italian White,Cocktails/Liqueurs,Australian White,Australian Red,American White,American Rose,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Speciality Beer,South America White,Own Label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Rum,New Zealand White,Gin,French White 2,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,World Beer,Vodka,Standard Lager,Sparkling,South America White,Small Sizes White,New Zealand White,Fruit Cider,French White 2,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,South America White,French White South,Cocktails/Liqueurs,Bottled Ale,Australian White,Australian Red,Australia White,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Port,Malt Whisky,French White 2,Fine Wines,Champagne,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Standard Lager,Sparkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,World Beer,Vodka,Stout,South America,South Africa White,Premium Lager,Over-Ice Cider,Gin,Australian White,Australian Red,Australia White,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,World Beer,White Boxes,South Africa White,Sherry Spanish,Premium Lager,New Zealand White,Gin,Everyday Cider,Australian White,Australian Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Vermouths/Aperitifs,Sparkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Vodka,Sparkling,Sherry Spanish,Rum,Red Wine Bxes & 25Cl,Premium Lager,Gin,Bottled Ale,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Kosher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,World Beer,Whisky,Sparkling,Premium Lager,New Zealand White,New Zealand Red,Malt Whisky,Made Wine British,French White 2,French White,French Red South,French Red 2,Cocktails/Liqueurs,Champagne,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Whisky,Spirits Mixers,Premium Canned Ale,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Speciality Beer,Premium Lager,Fruit Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Italy White,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,White Boxes,Sparkling,South America White,South America,South Africa White,South Africa Red,New Zealand White,Italy White,Fruit Cider,French White South,French White 2,French Red 2,Champagne,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Premium Cider,Italy White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Whisky,Vodka,Sparkling,South America,South Africa Red,Italy White,Gin,French Red 2,Australian Red,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Wine Gifts,Stout,Standard Lager,South America White,South America,South African White,South Africa White,South Africa Red,Other Red,New Zealand White,Iberia,French White South,French White 2,French Red South,French Red 2,Bitter,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,South America White,South Africa White,Premium Lager,New Zealand White,New Zealand Red,Gin,Australian Red,Australia White,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Premium Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Sparkling,Over-Ice Cider,New Zealand White,American White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Premium Lager,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,World Beer,Sparkling,South America White,Sherry Spanish,Premium Lager,Made Wine British,Italian White,Iberia,Cocktails/Liqueurs,Australian Red,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,World Beer,Standard Lager,Sparkling,South Africa Red,Premium Canned Ale,Nablab,Italy White,Gin,Cocktails/Liqueurs,Champagne,Australian Sparkling,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Sparkling,South America,South African White,South Africa Red,Small Sizes White,Premium Lager,New Zealand White,Italy White,Iberia,French Red 2,Cooking Wine,Champagne,Australian White,Australian Rose,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Standard Lager,South America White,Small Sizes Red,Italy White,Iberia,French Red 2,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,World Beer,Speciality Beer,Sparkling,Port,Other Red,Made Wine British,Italy White,Italian Red,Cocktails/Liqueurs,Brandy/Cognac,Australian Red,Australia White,American White,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Over-Ice Cider,Italian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,World Beer,Speciality Beer,Premium Lager,Iberia,Cocktails/Liqueurs,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,White Rum,Sparkling,South America,Sherry Spanish,Premium Cider,Over-Ice Cider,Italian White,Italian Red,Iberia,French White,Cocktails/Liqueurs,Champagne,Bottled Ale,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Premium Lager,Over-Ice Cider,Italy White,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Vodka,South African White,South Africa White,Rum,Premium Lager,New Zealand White,Australian White,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Stout,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,White Rum,Vodka,Spirits Mixers,Speciality Beer,Gin,Cocktails/Liqueurs,Brnd Alchol Carbntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Premium Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Sparkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Sparkling,Iberia,French Red 2,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,World Beer,White Boxes,Sparkling,South America White,South Africa White,Red Wine Bxes & 25Cl,Premium Lager,Premium Cider,Over-Ice Cider,New Zealand White,Italy White,Iberia,Fruit Cider,Champagne,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Sherry Spanish,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Red Wine Bxes & 25Cl,Iberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,White Uk,White Boxes,Whisky,Spirits Mixers,Sparkling,South America White,South African White,South Africa White,South Africa Red,Rum,Premium Lager,Italy White,Italian White,Cocktails/Liqueurs,Brandy/Cognac,Australian White,Australian Red,Australia White,American White,American Rose,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,
247,Sparkling,South America White,South America,Own Label,Nablab,Italy White,Italian White,Italian Red,Iberia White,Iberia,German,French Red South,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,World Beer,White Uk,White Rum,Whisky,Vodka,Standard Lager,Speciality Beer,Sparkling,Premium Lager,Port,Own Label,Cocktails/Liqueurs,Brnd Alchol Carbntes,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Premium Lager,New Zealand White,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,White Boxes,Whisky,Stout,Red Wine Bxes & 25Cl,Premium Lager,Premium Canned Ale,Italian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Standard Lager,Premium Lager,Champagne,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Vodka,South America,New Zealand White,Gin,Cocktails/Liqueurs,Brandy/Cognac,Australian Red,American White,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,South America,Italian Red,Iberia,French White,French Red 2,Australian White,Australian Rose,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Standard Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,South America,South Africa Red,Own Label,Italy White,Italian Red,German,French Red South,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,South Africa White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Sparkling,South African White,Over-Ice Cider,Malt Whisky,Italy White,Italian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,World Beer,Premium Lager,Over-Ice Cider,French White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,South Africa White,South Africa Red,French White,French Red South,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Standard Lager,South America White,South America,Nablab,Italian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Standard Lager,Premium Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Vodka,Standard Lager,Sparkling,South America,South Africa Red,Premium Cider,Over-Ice Cider,New Zealand White,Italy White,Italian White,Italian Red,Iberia,Gin,Fruit Cider,French White South,French White 2,French Red South,French Red 2,French Red,Everyday Cider,Cocktails/Liqueurs,Bottled Ale,Australian White,Australian Red,American White,American Red,,,,,,,,,,,,,,,,,,,
263,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,White Boxes,Vodka,Speciality Beer,Sherry Spanish,Rum,German,French White 2,Cocktails/Liqueurs,Champagne,Brandy/Cognac,Bottled Ale,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,White Rum,White Boxes,Red Wine Bxes & 25Cl,Australian White,American Rose,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,World Beer,White Boxes,Sparkling,South America,Small Sizes White,Small Sizes Red,Premium Lager,Own Label,Iberia,Gin,French White 2,French Red South,Brandy/Cognac,Bottled Ale,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,World Beer,New Zealand White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Sparkling,Own Label,New Zealand White,Gin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Premium Lager,French Red South,French Red 2,French Red,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Australian Sparkling,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Spirits Mixers,Premium Lager,Made Wine British,Italy White,Everyday Cider,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Sherry Spanish,Cocktails/Liqueurs,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Own Label,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,White Boxes,Whisky,Vodka,Vermouths/Aperitifs,Sparkling,Small Sizes White,Rum,Premium Lager,Nablab,Fruit Cider,Cocktails/Liqueurs,Bottled Ale,American White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,White Uk,Sparkling,Ready To Drink,Premium Lager,Other Red,French Red 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Vodka,South African White,Premix Fruit Spirits,Premium Lager,Premium Cider,Cocktails/Liqueurs,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,South Africa Red,Other Red,Italy White,French Red 2,Australian White,Australian Red,Australia White,American White,American Rose,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,World Beer,South America White,South African White,South Africa White,Premium Lager,Over-Ice Cider,New Zealand White,Italy White,Italian White,Iberia White,French White South,French White Loire,Australian White,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,World Beer,South America,South African White,South Africa Red,Premium Lager,Over-Ice Cider,Italy White,Italian White,French Red,Australian Red,Australia White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Sparkling,Premium Lager,New Zealand White,French Red 2,French Red,Cocktails/Liqueurs,Australian White,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,World Beer,White Boxes,Vodka,Sparkling,South America White,Sherry Spanish,French White 2,Cocktails/Liqueurs,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Iberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Sparkling,South America White,South America,South Africa Red,Premium Lager,Italian Red,Iberia,French White 2,French White,French Red,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,South America,Sherry Spanish,Italian Red,Iberia,Bottled Ale,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Standard Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Sparkling,Cooking Wine,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Standard Lager,South America White,South African White,Premium Lager,New Zealand White,Italy White,Italian Red,Iberia White,Iberia,Champagne,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,World Beer,Vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Fruit Cider,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Standard Lager,Sparkling,South America,Premium Lager,Over-Ice Cider,Italian Red,Iberia,Gin,Fruit Cider,Cocktails/Liqueurs,Beer/Lager Gifts,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Iberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,White Boxes,South Africa Red,Own Label,French Red 2,Champagne,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,South America White,South Africa Red,Premium Lager,French Red 2,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Italy White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Standard Lager,No/Low Alc Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,World Beer,Sparkling,Sherry Spanish,Over-Ice Cider,Italy White,Italian White,French White South,French White Loire,French White 2,Champagne,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Iberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Standard Lager,New Zealand White,American Rose,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,South African White,South Africa White,South Africa Red,Cocktails/Liqueurs,Australian White,Australia White,American White,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Ready To Drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,World Beer,Speciality Beer,Sparkling,South America,Premium Lager,New Zealand Red,Nablab,Malt Whisky,Iberia,Gin,French White 2,French Red South,Ethnic,Brandy/Cognac,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Vodka,Sparkling,Everyday Cider,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Premium Lager,Everyday Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Standard Lager,Premium Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Iberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Sparkling,Own Label,Nablab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Stout,South America,South Africa Red,Sherry Spanish,Premium Lager,New Zealand White,Gin,Everyday Cider,Champagne,Australian Red,Australia White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Premium Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Sherry Spanish,Rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,World Beer,Premium Cider,French White 2,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,White Boxes,South African White,South Africa White,Red Wine Bxes & 25Cl,Premium Lager,Italian White,Iberia,Gin,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Small Sizes White,Premium Canned Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Italian White,Iberia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,New Zealand White,French Red South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,World Beer,New Zealand White,Italian White,Italian Red,Everyday Cider,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,White Rum,South African White,South Africa Red,Italy White,Italian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,White Boxes,Red Wine Bxes & 25Cl,Gin,Everyday Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Sparkling,South America,South African White,Small Sizes Red,Premium Lager,Premium Cider,Premium Canned Ale,Other Red,Italy White,Italian White,Italian Red,Iberia,Gin,French White,French Red South,French Red 2,French Red,Everyday Cider,Bottled Ale,Australian White,Australian Red,Australia White,American Rose,American Red,America White,,,,,,,,,,,,,,,,,,,,
323,Sparkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Iberia White,Iberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,World Beer,Stout,Standard Lager,Italian Red,Champagne,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Other Red,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Speciality Beer,Premium Cider,No/Low Alc Cider,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Sparkling,South Africa White,Rum,Over-Ice Cider,New Zealand White,French White South,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Sparkling,Premium Lager,Nablab,Made Wine British,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Premium Lager,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Sparkling,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Over-Ice Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,World Beer,Spirits Mixers,South America White,Sherry Spanish,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,World Beer,Premium Lager,Nablab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,South America White,New Zealand White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Vodka,Sparkling,Over-Ice Cider,Italy White,Cocktails/Liqueurs,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,South America White,Premium Lager,Italy White,Italian White,Italian Red,French Red South,French Red 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Sparkling,South America,South Africa Red,Over-Ice Cider,Italy White,Italian Red,Bitter,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Italy White,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Premium Lager,Gin,Cocktails/Liqueurs,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
